# ../areas-test-mean-class -incl 1.0 -r 0.4 -in HIevent-LHC-Nch1600.dat -cam -discard 0.0 
#---------------------------------------------------------------------
#                     FastJet release 2.1 beta    			 
#            Written by Matteo Cacciari and Gavin Salam		 
#            http://www.lpthe.jussieu.fr/~salam/fastjet		 
#								      	 
# Longitudinally invariant Kt Jet clustering, using the fast geometric
# algorithms of hep-ph/0512210 (please cite this if you use FastJet)  
# This package makes use of the CGAL library: http://www.cgal.org/    
# This package incorporates T.Chan's closest-pair algorithm, Proc. 13th     
# ACM-SIAM Symposium on Discrete Algorithms, pp.472-473, 2002
#---------------------------------------------------------------------
# median_pt_per_area = 190.097
# sub_a, sub_b = 241.089 -4.81273
 ijet   rap      phi        Pt       area  +-   err   stddev  pt_corr  ptcr(a,b)
  322   3.10170  3.58534     64.909  0.389 +-  0.000  0.000     -9.03    -10.86
  323 -12.26884  1.60438      2.050  0.000 +-  0.000  0.000      2.05      2.05
  324 -11.84360  3.72781      5.647  0.000 +-  0.000  0.000      5.65      5.65
  325  -9.57188  3.24991     14.397  0.000 +-  0.000  0.000     14.40     14.40
  326  -8.87952  0.41381      8.572  0.000 +-  0.000  0.000      8.57      8.57
  327   2.21796  1.12923     59.603  0.259 +-  0.000  0.000     10.31      3.23
  328 -13.77893  3.12290      1.209  0.000 +-  0.000  0.000      1.21      1.21
  329   9.34534  5.86973      4.977  0.000 +-  0.000  0.000      4.98      4.98
  330   4.80290  3.72077      5.971  0.070 +-  0.000  0.000     -7.30     -3.11
  331  -2.33046  3.48077     71.885  0.349 +-  0.000  0.000      5.53     -3.15
  332  -4.35806  4.04644     25.936  0.229 +-  0.000  0.000    -17.67     -8.40
  333  -8.50026  0.66288     21.007  0.000 +-  0.000  0.000     21.01     21.01
  334 -11.18262  5.59346      3.646  0.000 +-  0.000  0.000      3.65      3.65
  335   4.29102  1.78733     51.276  0.319 +-  0.000  0.000     -9.39      2.61
  336   5.83055  2.29404     30.993  0.419 +-  0.000  0.000    -48.63     -1.46
  337  -5.34527  5.58785     26.393  0.180 +-  0.000  0.000     -7.73      7.80
  338   8.28075  1.60862      9.241  0.000 +-  0.000  0.000      9.24      9.24
  339   3.29398  0.13405     50.864  0.279 +-  0.000  0.000     -2.22     -1.88
  340   3.88483  0.99296     77.232  0.409 +-  0.000  0.000     -0.50      8.35
  341  -2.47016  5.58498     50.053  0.299 +-  0.000  0.000     -6.82    -13.29
  342   4.35054  3.49187     58.225  0.369 +-  0.000  0.000    -11.92      2.87
  343 -12.42637  3.25051      6.175  0.000 +-  0.000  0.000      6.18      6.18
  344  11.64177  0.72225      2.638  0.000 +-  0.000  0.000      2.64      2.64
  345 -10.91031  4.13524      7.892  0.000 +-  0.000  0.000      7.89      7.89
  346   3.05124  1.46285     33.620  0.229 +-  0.000  0.000     -9.99    -11.40
  347   2.80152  4.18688     52.465  0.289 +-  0.000  0.000     -2.52     -6.34
  348  10.19968  5.52221      2.229  0.000 +-  0.000  0.000      2.23      2.23
  349 -10.82702  2.63185      5.995  0.000 +-  0.000  0.000      5.99      5.99
  350   9.84913  0.08626      7.808  0.000 +-  0.000  0.000      7.81      7.81
  351 -11.23335  2.99106      2.127  0.000 +-  0.000  0.000      2.13      2.13
  352  13.61081  4.36455      1.918  0.000 +-  0.000  0.000      1.92      1.92
  353   3.26688  1.08422     63.144  0.299 +-  0.000  0.000      6.27      6.38
  354   8.90855  3.40138     16.632  0.000 +-  0.000  0.000     16.63     16.63
  355  -2.59021  0.77672     47.587  0.239 +-  0.000  0.000      2.09     -2.39
  356  10.60207  5.26435      3.131  0.000 +-  0.000  0.000      3.13      3.13
  357  -2.88157  4.10060     80.313  0.419 +-  0.000  0.000      0.69     -3.93
  358  10.48658  1.96598      5.147  0.000 +-  0.000  0.000      5.15      5.15
  359   9.07946  2.27271      9.645  0.000 +-  0.000  0.000      9.65      9.65
  360   9.95483  1.71464      9.923  0.000 +-  0.000  0.000      9.92      9.92
  361  -1.87341  3.81172     42.592  0.199 +-  0.000  0.000      4.67     -2.13
  362   3.81808  0.43451     58.967  0.389 +-  0.000  0.000    -14.97     -7.52
  363  -0.89344  0.79458    131.465  0.549 +-  0.000  0.000     27.19      1.33
  364  -5.01970  0.52275     32.937  0.239 +-  0.000  0.000    -12.56      4.26
  365  11.79413  5.47031      4.747  0.000 +-  0.000  0.000      4.75      4.75
  366  -1.47824  4.02658     51.617  0.259 +-  0.000  0.000      2.32     -8.17
  367  -9.69675  1.29640     13.171  0.000 +-  0.000  0.000     13.17     13.17
  368  11.13029  2.02560      8.034  0.000 +-  0.000  0.000      8.03      8.03
  369  10.00768  2.26245      5.699  0.000 +-  0.000  0.000      5.70      5.70
  370 -13.80156  4.03033      2.085  0.000 +-  0.000  0.000      2.08      2.08
  371   9.63029  3.63079      4.441  0.000 +-  0.000  0.000      4.44      4.44
  372   9.40449  4.49286      5.802  0.000 +-  0.000  0.000      5.80      5.80
  373 -10.54335  0.79806      4.591  0.000 +-  0.000  0.000      4.59      4.59
  374  -2.04655  5.78062     50.867  0.219 +-  0.000  0.000      9.16      2.39
  375   2.65895  5.19530     64.847  0.299 +-  0.000  0.000      7.97      2.89
  376   5.70313  5.67829     24.720  0.259 +-  0.000  0.000    -24.57      2.80
  377   5.19264  6.00812     41.049  0.309 +-  0.000  0.000    -17.72      6.63
  378   5.91767  1.09913     31.195  0.279 +-  0.000  0.000    -21.89     10.93
  379   0.30550  4.90646     41.972  0.189 +-  0.000  0.000      5.95     -3.63
  380   8.78972  1.32161      8.387  0.000 +-  0.000  0.000      8.39      8.39
  381   4.92918  4.40223     41.048  0.339 +-  0.000  0.000    -23.41     -1.05
  382   1.84935  5.58817     74.366  0.279 +-  0.000  0.000     21.28     11.64
  383  -0.04142  4.37748    101.725  0.409 +-  0.000  0.000     23.99      3.15
  384   3.37431  2.43599     29.669  0.219 +-  0.000  0.000    -12.04    -11.21
  385   8.23825  5.18858     28.737  0.000 +-  0.000  0.000     28.74     28.74
  386  -1.49818  2.98159     41.473  0.209 +-  0.000  0.000      1.66     -6.76
  387   7.06955  4.01322     11.814  0.000 +-  0.000  0.000     11.81     11.81
  388 -11.65566  4.60786      1.832  0.000 +-  0.000  0.000      1.83      1.83
  389  -9.60185  5.59297     16.359  0.000 +-  0.000  0.000     16.36     16.36
  390   1.88262  0.67813     88.471  0.389 +-  0.000  0.000     14.53      1.33
  391   4.77634  5.79921     24.334  0.150 +-  0.000  0.000     -4.10      4.69
  392  14.08974  4.68033      1.316  0.000 +-  0.000  0.000      1.32      1.32
  393   6.43563  1.12154     40.257  0.000 +-  0.000  0.000     40.26     40.26
  394  -6.69062  4.94560     31.455  0.000 +-  0.000  0.000     31.46     31.46
  395  -1.55675  6.22617    114.956  0.449 +-  0.000  0.000     29.64     11.99
  396  -2.59060  1.51040     78.488  0.429 +-  0.000  0.000     -3.04    -11.05
  397   8.85261  4.87443     18.562  0.000 +-  0.000  0.000     18.56     18.56
  398  -3.31683  2.08659      8.934  0.080 +-  0.000  0.000     -6.23     -6.08
  399   1.02549  1.66126     66.611  0.299 +-  0.000  0.000      9.73     -4.01
  400   5.77913  1.67180     26.694  0.209 +-  0.000  0.000    -13.12      9.87
  401  -4.80278  5.69715     58.412  0.419 +-  0.000  0.000    -21.22      3.93
  402   9.63628  5.29924     16.289  0.000 +-  0.000  0.000     16.29     16.29
  403  -4.80439  0.96560     30.548  0.259 +-  0.000  0.000    -18.75     -3.16
  404   5.10034  2.00233     35.127  0.309 +-  0.000  0.000    -23.65     -0.70
  405  12.02465  3.58053      2.301  0.000 +-  0.000  0.000      2.30      2.30
  406   2.85275  1.90717    110.492  0.499 +-  0.000  0.000     15.70      9.80
  407  -5.23984  3.77351     27.855  0.219 +-  0.000  0.000    -13.85      3.95
  408  -5.44198  0.21324     19.228  0.219 +-  0.000  0.000    -22.48     -2.40
  409  -8.95765  3.54898      7.106  0.000 +-  0.000  0.000      7.11      7.11
  410  -8.60909  2.75671     13.611  0.000 +-  0.000  0.000     13.61     13.61
  411   4.00955  4.19190     60.769  0.449 +-  0.000  0.000    -24.55    -12.71
  412  -4.03820  0.70162     47.934  0.279 +-  0.000  0.000     -5.15      2.53
  413  -2.03414  0.67054     75.515  0.289 +-  0.000  0.000     20.53     11.55
  414   3.78138  4.66165     21.747  0.140 +-  0.000  0.000     -4.80     -2.31
  415 -10.13587  2.55674     10.507  0.000 +-  0.000  0.000     10.51     10.51
  416  -6.55610  0.61422     27.395  0.000 +-  0.000  0.000     27.39     27.39
  417   6.36872  4.49017     18.145  0.000 +-  0.000  0.000     18.14     18.14
  418  -0.31975  3.89312    153.504  0.309 +-  0.000  0.000     94.73     79.12
  419  -4.46540  5.15449     36.516  0.269 +-  0.000  0.000    -14.67     -2.56
  420   5.40326  4.03602     44.179  0.499 +-  0.000  0.000    -50.62     -5.98
  421  -0.47909  2.69820     47.682  0.209 +-  0.000  0.000      7.87     -2.58
  422   8.68228  2.36407      4.109  0.000 +-  0.000  0.000      4.11      4.11
  423   2.90065  4.75329     25.202  0.110 +-  0.000  0.000      4.35      3.20
  424   5.15766  5.41153     42.603  0.339 +-  0.000  0.000    -21.86      4.26
  425  -1.82947  4.70502     37.901  0.180 +-  0.000  0.000      3.77     -2.49
  426   7.64100  2.45404      3.080  0.000 +-  0.000  0.000      3.08      3.08
  427  -8.09352  0.43651      6.549  0.000 +-  0.000  0.000      6.55      6.55
  428   6.05472  6.17042     13.772  0.100 +-  0.000  0.000     -5.19      7.32
  429  -6.74256  2.64738      4.286  0.000 +-  0.000  0.000      4.29      4.29
  430   3.72882  3.44282     84.413  0.479 +-  0.000  0.000     -6.59      1.03
  431   1.14645  3.55317     44.393  0.189 +-  0.000  0.000      8.37     -0.09
  432  11.51166  3.39731      1.636  0.000 +-  0.000  0.000      1.64      1.64
  433   3.85025  5.77738     34.124  0.180 +-  0.000  0.000     -0.00      3.65
  434   4.35041  5.52600     53.299  0.399 +-  0.000  0.000    -22.54     -6.54
  435  15.45133  3.12692      1.436  0.000 +-  0.000  0.000      1.44      1.44
  436   5.30049  2.66738     33.499  0.329 +-  0.000  0.000    -29.07     -1.35
  437  -8.30280  4.56766     18.086  0.000 +-  0.000  0.000     18.09     18.09
  438   6.31618  3.67274     18.946  0.000 +-  0.000  0.000     18.95     18.95
  439  -3.39856  5.26483     43.137  0.269 +-  0.000  0.000     -8.05     -6.81
  440  -3.10559  0.35498     34.616  0.199 +-  0.000  0.000     -3.30     -4.21
  441  11.89860  4.08361      1.439  0.000 +-  0.000  0.000      1.44      1.44
  442  -3.54955  0.86068     33.699  0.209 +-  0.000  0.000     -6.11     -4.09
  443   8.30263  2.13375     18.459  0.000 +-  0.000  0.000     18.46     18.46
  444  -3.88227  1.12011     18.394  0.120 +-  0.000  0.000     -4.36     -1.78
  445  15.31624  0.12860      1.313  0.000 +-  0.000  0.000      1.31      1.31
  446   8.25776  0.36778      5.449  0.000 +-  0.000  0.000      5.45      5.45
  447   6.94067  1.34829     25.091  0.000 +-  0.000  0.000     25.09     25.09
  448   8.77627  0.76625      7.443  0.000 +-  0.000  0.000      7.44      7.44
  449  -3.09594  1.03112     96.359  0.559 +-  0.000  0.000     -9.81    -12.53
  450   3.03737  0.60596     66.199  0.319 +-  0.000  0.000      5.53      3.43
  451   0.94032  4.66347     65.223  0.329 +-  0.000  0.000      2.66    -12.72
  452  -6.08305  5.07357     30.431  0.090 +-  0.000  0.000     13.37     24.78
  453   1.01308  4.21056     43.180  0.100 +-  0.000  0.000     24.22     19.63
  454   2.52106  3.86852     57.055  0.229 +-  0.000  0.000     13.45      8.77
  455  -7.10096  2.88353     13.562  0.000 +-  0.000  0.000     13.56     13.56
  456 -18.81443  5.88782      1.618  0.000 +-  0.000  0.000      1.62      1.62
  457   1.79698  2.20941     93.602  0.349 +-  0.000  0.000     27.25     14.87
  458   8.20739  2.53106      3.229  0.000 +-  0.000  0.000      3.23      3.23
  459 -14.96983  4.43693      2.032  0.000 +-  0.000  0.000      2.03      2.03
  460  -8.08294  2.13413     29.084  0.000 +-  0.000  0.000     29.08     29.08
  461  -7.74914  1.68773      6.428  0.000 +-  0.000  0.000      6.43      6.43
  462  -6.30802  2.07267     23.477  0.020 +-  0.000  0.000     19.69     22.49
  463   5.87894  3.56719     22.545  0.199 +-  0.000  0.000    -15.37      7.63
  464  14.91040  3.78535      1.182  0.000 +-  0.000  0.000      1.18      1.18
  465   0.44854  1.79423     74.829  0.279 +-  0.000  0.000     21.74      7.77
  466   3.88791  5.21477     67.826  0.449 +-  0.000  0.000    -17.49     -7.73
  467  14.63519  2.94534      1.783  0.000 +-  0.000  0.000      1.78      1.78
  468  -7.63766  4.35219     23.311  0.000 +-  0.000  0.000     23.31     23.31
  469   2.26563  6.07862     62.828  0.299 +-  0.000  0.000      5.95     -1.91
  470  -7.18914  1.59447     43.147  0.000 +-  0.000  0.000     43.15     43.15
  471   0.86346  3.19920     63.877  0.269 +-  0.000  0.000     12.69     -0.08
  472   1.15771  6.05314     67.495  0.299 +-  0.000  0.000     10.62     -2.71
  473  -5.88140  1.72420     15.239  0.110 +-  0.000  0.000     -5.62      7.05
  474   6.85954  1.95893     19.049  0.000 +-  0.000  0.000     19.05     19.05
  475   9.65106  3.00358      3.833  0.000 +-  0.000  0.000      3.83      3.83
  476   6.16864  5.63250     36.528  0.090 +-  0.000  0.000     19.46     31.33
  477  -4.70654  3.60733     54.134  0.379 +-  0.000  0.000    -17.91      3.17
  478   6.48288  4.04925     17.118  0.000 +-  0.000  0.000     17.12     17.12
  479   2.05042  4.87111     94.539  0.349 +-  0.000  0.000     28.18     17.45
  480  -0.67444  1.49196     98.684  0.409 +-  0.000  0.000     20.95      1.00
  481 -18.75289  3.52909      1.196  0.000 +-  0.000  0.000      1.20      1.20
  482  -3.28846  3.08143     27.239  0.219 +-  0.000  0.000    -14.47    -14.24
  483   2.58322  0.94405     46.649  0.229 +-  0.000  0.000      3.04     -1.29
  484  -5.65588  4.73843     49.669  0.389 +-  0.000  0.000    -24.27     15.78
  485   0.47969  0.67700     72.940  0.329 +-  0.000  0.000     10.38     -6.04
  486   0.67388  3.79593     82.536  0.449 +-  0.000  0.000     -2.78    -24.68
  487  -7.90540  2.91860     17.533  0.000 +-  0.000  0.000     17.53     17.53
  488   3.48140  1.84280     38.438  0.269 +-  0.000  0.000    -12.75    -10.78
  489   6.89212  5.54361     27.619  0.000 +-  0.000  0.000     27.62     27.62
  490   2.50401  2.83145     53.541  0.199 +-  0.000  0.000     15.62     11.47
  491  -1.35660  4.51442     87.423  0.359 +-  0.000  0.000     19.17      4.04
  492   4.33460  3.00672     42.144  0.229 +-  0.000  0.000     -1.46      7.58
  493  12.07714  6.04378      2.780  0.000 +-  0.000  0.000      2.78      2.78
  494   8.05845  2.90606     16.154  0.000 +-  0.000  0.000     16.15     16.15
  495   7.47657  0.28077     29.615  0.000 +-  0.000  0.000     29.62     29.62
  496  14.23905  5.77692      2.150  0.000 +-  0.000  0.000      2.15      2.15
  497   7.43165  2.95169     31.017  0.000 +-  0.000  0.000     31.02     31.02
  498  -7.38100  3.89841     10.327  0.000 +-  0.000  0.000     10.33     10.33
  499   9.82957  1.03089      6.989  0.000 +-  0.000  0.000      6.99      6.99
  500  -4.25372  5.77020     65.246  0.349 +-  0.000  0.000     -1.11     11.49
  501  -3.64313  0.19318     41.048  0.269 +-  0.000  0.000    -10.14     -6.67
  502  13.25592  3.28795      1.864  0.000 +-  0.000  0.000      1.86      1.86
  503  -4.19203  4.63677     58.974  0.469 +-  0.000  0.000    -30.13    -14.39
  504  -2.47457  4.99366     63.325  0.369 +-  0.000  0.000     -6.82    -14.76
  505  -6.52374  5.49754     20.304  0.000 +-  0.000  0.000     20.30     20.30
  506  -6.30457  4.69512     20.933  0.000 +-  0.000  0.000     20.93     20.93
  507   4.73284  3.27724     14.275  0.150 +-  0.000  0.000    -14.16     -5.66
  508  -7.29616  2.15704     35.563  0.000 +-  0.000  0.000     35.56     35.56
  509 -13.28785  3.66852      1.015  0.000 +-  0.000  0.000      1.02      1.02
  510 -14.79373  0.08212      2.680  0.000 +-  0.000  0.000      2.68      2.68
  511  -5.48606  6.02137     39.351  0.409 +-  0.000  0.000    -38.38     -0.00
  512  -6.11150  6.27903     30.340  0.140 +-  0.000  0.000      3.80     21.78
  513  -7.56486  0.85491     16.449  0.000 +-  0.000  0.000     16.45     16.45
  514  -5.45474  1.59527     27.566  0.259 +-  0.000  0.000    -21.73      2.18
  515  -3.76625  2.92280     30.556  0.259 +-  0.000  0.000    -18.74    -14.26
  516 -11.46103  2.33713      1.609  0.000 +-  0.000  0.000      1.61      1.61
  517  -4.04404  3.48616     40.028  0.269 +-  0.000  0.000    -11.16     -3.70
  518  -8.60241  5.38136     22.499  0.000 +-  0.000  0.000     22.50     22.50
  519  -6.95369  5.58960     23.926  0.000 +-  0.000  0.000     23.93     23.93
  520  12.92664  3.83417      3.720  0.000 +-  0.000  0.000      3.72      3.72
  521  -2.89345  3.24501     48.644  0.259 +-  0.000  0.000     -0.65     -3.42
  522  -5.10490  4.42663     23.365  0.269 +-  0.000  0.000    -27.82     -7.78
  523  -0.20863  4.91382     64.388  0.299 +-  0.000  0.000      7.51     -7.68
  524   1.56996  4.45214     92.932  0.349 +-  0.000  0.000     26.58     12.92
  525  -6.22721  0.84749     11.944  0.000 +-  0.000  0.000     11.94     11.94
  526   2.60078  5.76114     42.571  0.170 +-  0.000  0.000     10.34      7.22
  527  10.82526  1.55209      1.425  0.000 +-  0.000  0.000      1.43      1.43
  528  -4.67547  3.15243     19.851  0.150 +-  0.000  0.000     -8.59     -0.48
  529   6.34046  0.44635     17.328  0.020 +-  0.000  0.000     13.54     16.38
  530  12.40969  2.98051      4.296  0.000 +-  0.000  0.000      4.30      4.30
  531 -14.27156  4.70819      1.224  0.000 +-  0.000  0.000      1.22      1.22
  532   1.32542  3.00575     50.492  0.239 +-  0.000  0.000      4.99     -5.19
  533  -4.10160  0.04199     67.526  0.459 +-  0.000  0.000    -19.68     -5.93
  534  -6.51031  1.54524     50.655  0.020 +-  0.000  0.000     46.86     49.91
  535 -12.15759  5.25449      4.949  0.000 +-  0.000  0.000      4.95      4.95
  536  -1.58041  2.52366     66.752  0.259 +-  0.000  0.000     17.46      7.35
  537   3.44555  2.90878     35.036  0.209 +-  0.000  0.000     -4.78     -3.49
  538   7.50843  1.43364     13.997  0.000 +-  0.000  0.000     14.00     14.00
  539   6.45733  2.32654      6.131  0.000 +-  0.000  0.000      6.13      6.13
  540  -3.12566  1.58463     35.661  0.199 +-  0.000  0.000     -2.26     -3.05
  541  -8.85601  6.27883      8.946  0.000 +-  0.000  0.000      8.95      8.95
  542 -12.15614  0.19728      3.535  0.000 +-  0.000  0.000      3.54      3.54
  543  -2.06553  2.88415    103.004  0.459 +-  0.000  0.000     15.79      1.82
  544 -14.75470  2.47221      1.150  0.000 +-  0.000  0.000      1.15      1.15
  545   6.91738  4.38858     38.689  0.000 +-  0.000  0.000     38.69     38.69
  546   8.20694  5.95306     14.597  0.000 +-  0.000  0.000     14.60     14.60
  547  -8.90847  1.74466     15.332  0.000 +-  0.000  0.000     15.33     15.33
  548  -8.54167  3.71211      5.778  0.000 +-  0.000  0.000      5.78      5.78
  549  -1.08588  5.33249     67.871  0.299 +-  0.000  0.000     10.99     -2.56
  550  -2.51415  0.33252     57.364  0.289 +-  0.000  0.000      2.38     -3.57
  551  15.68551  1.42311      1.397  0.000 +-  0.000  0.000      1.40      1.40
  552   0.00564  1.38311     74.058  0.309 +-  0.000  0.000     15.28     -0.48
  553  -7.06423  1.00059     12.201  0.000 +-  0.000  0.000     12.20     12.20
  554   8.96993  6.05213      7.481  0.000 +-  0.000  0.000      7.48      7.48
  555 -11.40872  4.03611      3.478  0.000 +-  0.000  0.000      3.48      3.48
  556   7.93671  1.39019      4.716  0.000 +-  0.000  0.000      4.72      4.72
  557   7.23127  2.34683     24.507  0.000 +-  0.000  0.000     24.51     24.51
  558  -1.11806  4.91489     34.872  0.150 +-  0.000  0.000      6.43     -0.29
  559  -2.13112  4.29411    106.668  0.439 +-  0.000  0.000     23.25     10.46
  560   1.72820  2.74905     82.682  0.339 +-  0.000  0.000     18.22      5.80
  561   1.25792  1.13058     67.835  0.299 +-  0.000  0.000     10.96     -2.02
  562   5.85394  0.33616     29.298  0.249 +-  0.000  0.000    -18.10     10.31
  563   3.91413  2.74501     35.702  0.279 +-  0.000  0.000    -17.38    -11.03
  564   3.80675  2.22974     40.742  0.239 +-  0.000  0.000     -4.76     -0.27
