# ../areas-test-mean-class -incl 1.0 -r 0.4 -in HIevent-LHC-Nch3600.dat -cam -discard 1.0 
#---------------------------------------------------------------------
#                     FastJet release 2.1 beta    			 
#            Written by Matteo Cacciari and Gavin Salam		 
#            http://www.lpthe.jussieu.fr/~salam/fastjet		 
#								      	 
# Longitudinally invariant Kt Jet clustering, using the fast geometric
# algorithms of hep-ph/0512210 (please cite this if you use FastJet)  
# This package makes use of the CGAL library: http://www.cgal.org/    
# This package incorporates T.Chan's closest-pair algorithm, Proc. 13th     
# ACM-SIAM Symposium on Discrete Algorithms, pp.472-473, 2002
#---------------------------------------------------------------------
# median_pt_per_area = 122.912
# sub_a, sub_b = 164.797 -3.78748
 ijet   rap      phi        Pt       area  +-   err   stddev  pt_corr  ptcr(a,b)
  320   6.43649  0.08154      5.582  0.000 +-  0.000  0.000      5.58      5.58
  321  -3.48732  2.66507     15.080  0.329 +-  0.000  0.000    -25.37    -24.00
  322  -3.90512  5.01029     28.024  0.289 +-  0.000  0.000     -7.53     -2.93
  323   7.43603  5.89176      9.250  0.000 +-  0.000  0.000      9.25      9.25
  324  -1.88936  5.57168     16.377  0.140 +-  0.000  0.000     -0.78     -4.74
  325   4.90002  1.74829     22.519  0.389 +-  0.000  0.000    -25.29     -6.21
  326   6.89964  4.50938     10.177  0.000 +-  0.000  0.000     10.18     10.18
  327   7.72628  5.23370      7.717  0.000 +-  0.000  0.000      7.72      7.72
  328  -0.81191  1.91054     70.958  0.369 +-  0.000  0.000     25.60     11.07
  329   8.04214  4.96736      2.377  0.000 +-  0.000  0.000      2.38      2.38
  330  -7.70802  4.65074     10.267  0.000 +-  0.000  0.000     10.27     10.27
  331   7.41226  3.72194      6.626  0.000 +-  0.000  0.000      6.63      6.63
  332  -0.72271  4.60564     42.566  0.309 +-  0.000  0.000      4.57     -7.77
  333  10.15839  4.93074      1.018  0.000 +-  0.000  0.000      1.02      1.02
  334   8.38359  0.71767      5.016  0.000 +-  0.000  0.000      5.02      5.02
  335  -5.05239  1.00198      2.548  0.150 +-  0.000  0.000    -15.84     -7.64
  336   2.72583  6.22861     55.722  0.289 +-  0.000  0.000     20.17     16.20
  337  -3.58266  3.70715     39.848  0.419 +-  0.000  0.000    -11.64     -8.82
  338 -10.39746  0.82313      2.523  0.000 +-  0.000  0.000      2.52      2.52
  339   2.51857  0.41127     48.992  0.299 +-  0.000  0.000     12.22      6.87
  340  -2.51540  0.22108     37.803  0.359 +-  0.000  0.000     -6.33    -12.76
  341  -0.84324  5.26661     72.840  0.359 +-  0.000  0.000     28.71     14.64
  342  10.67738  2.32598      2.125  0.000 +-  0.000  0.000      2.13      2.13
  343  -3.02614  6.16420     28.808  0.339 +-  0.000  0.000    -12.87    -15.31
  344   9.14772  3.54278      1.091  0.000 +-  0.000  0.000      1.09      1.09
  345   2.80695  0.99147     32.975  0.279 +-  0.000  0.000     -1.35     -4.71
  346   7.61862  2.16045     16.120  0.000 +-  0.000  0.000     16.12     16.12
  347  -7.66344  4.02687      9.649  0.000 +-  0.000  0.000      9.65      9.65
  348  -1.37426  5.72805    107.207  0.598 +-  0.000  0.000     33.66     12.87
  349   3.51212  4.59667     30.460  0.269 +-  0.000  0.000     -2.64     -1.34
  350   2.16155  2.82134     77.510  0.459 +-  0.000  0.000     21.12     10.02
  351   0.35544  2.86276     18.004  0.100 +-  0.000  0.000      5.75      1.62
  352   5.11199  3.50868     18.449  0.229 +-  0.000  0.000     -9.75      3.35
  353   5.87804  4.62419     18.182  0.150 +-  0.000  0.000     -0.21     13.11
  354  -2.93681  3.53117     24.781  0.259 +-  0.000  0.000     -7.09     -9.48
  355   4.64914  4.83996     37.152  0.289 +-  0.000  0.000      1.60     13.17
  356  -2.20576  2.60941     41.720  0.379 +-  0.000  0.000     -4.86    -13.75
  357   0.58296  2.35579     41.840  0.289 +-  0.000  0.000      6.29     -5.45
  358   1.34642  0.81512     25.549  0.150 +-  0.000  0.000      7.16      1.92
  359   7.55427  0.91057     13.399  0.000 +-  0.000  0.000     13.40     13.40
  360  -8.48196  2.17856      4.680  0.000 +-  0.000  0.000      4.68      4.68
  361  -0.65508  5.81236     45.287  0.279 +-  0.000  0.000     10.96     -0.28
  362   6.80135  5.84127     16.370  0.000 +-  0.000  0.000     16.37     16.37
  363   9.11198  1.24139      2.464  0.000 +-  0.000  0.000      2.46      2.46
  364   5.23133  0.43062     20.705  0.399 +-  0.000  0.000    -28.33     -3.69
  365   1.00565  3.82577     62.125  0.419 +-  0.000  0.000     10.64     -5.30
  366   5.98640  0.66730      1.630  0.160 +-  0.000  0.000    -17.98     -3.01
  367   6.24610  5.46673      2.153  0.000 +-  0.000  0.000      2.15      2.15
  368   0.08522  3.17593     31.748  0.199 +-  0.000  0.000      7.23     -1.12
  369   2.55767  4.87882     38.432  0.319 +-  0.000  0.000     -0.79     -6.25
  370  -5.38609  0.00300     13.204  0.269 +-  0.000  0.000    -19.89     -1.59
  371  -4.64492  2.32043     51.450  0.489 +-  0.000  0.000     -8.62     10.85
  372   2.93014  0.52257     11.828  0.140 +-  0.000  0.000     -5.33     -6.64
  373   7.96915  5.63075      6.970  0.000 +-  0.000  0.000      6.97      6.97
  374  -5.63435  1.08037      3.013  0.259 +-  0.000  0.000    -28.86     -8.54
  375  -6.62861  3.29945     12.641  0.000 +-  0.000  0.000     12.64     12.64
  376  -0.83413  1.39031     34.435  0.239 +-  0.000  0.000      5.02     -4.38
  377  -0.33724  6.17571     16.217  0.209 +-  0.000  0.000     -9.53    -18.21
  378   3.07583  4.04744     29.346  0.279 +-  0.000  0.000     -4.98     -6.67
  379  -0.11016  0.35539     28.460  0.199 +-  0.000  0.000      3.94     -4.40
  380  -7.21624  2.03414     22.404  0.000 +-  0.000  0.000     22.40     22.40
  381   6.25200  2.67676     13.182  0.010 +-  0.000  0.000     11.96     13.01
  382  -4.76862  3.20104     33.949  0.409 +-  0.000  0.000    -16.31      1.78
  383   3.10873  5.24674     65.432  0.529 +-  0.000  0.000      0.46     -2.33
  384  11.67647  3.12999      1.291  0.000 +-  0.000  0.000      1.29      1.29
  385   7.40756  0.17744     12.750  0.000 +-  0.000  0.000     12.75     12.75
  386  -4.05064  3.14676     41.609  0.419 +-  0.000  0.000     -9.88     -1.39
  387   3.59026  4.18895     28.876  0.249 +-  0.000  0.000     -1.77     -0.04
  388   4.07817  3.93570     37.262  0.279 +-  0.000  0.000      2.94      8.83
  389  -5.55349  5.10023      6.767  0.219 +-  0.000  0.000    -20.20     -3.76
  390  11.52641  0.12860      1.313  0.000 +-  0.000  0.000      1.31      1.31
  391  -8.16162  0.22123      6.155  0.000 +-  0.000  0.000      6.16      6.16
  392   6.31417  2.03884     18.093  0.020 +-  0.000  0.000     15.64     17.82
  393   3.73181  5.69847     34.987  0.259 +-  0.000  0.000      3.12      5.93
  394   2.35770  4.08675     29.317  0.299 +-  0.000  0.000     -7.46    -13.69
  395  -0.13182  4.24491     83.013  0.359 +-  0.000  0.000     38.88     23.87
  396  -4.59916  3.74265     27.054  0.319 +-  0.000  0.000    -12.17      0.03
  397   3.59609  2.65218     36.235  0.289 +-  0.000  0.000      0.69      2.74
