# ../areas-test-mean-class -incl 1.0 -r 0.4 -in HIevent-LHC-Nch1600.dat -cam -discard 1.0 
#---------------------------------------------------------------------
#                     FastJet release 2.1 beta    			 
#            Written by Matteo Cacciari and Gavin Salam		 
#            http://www.lpthe.jussieu.fr/~salam/fastjet		 
#								      	 
# Longitudinally invariant Kt Jet clustering, using the fast geometric
# algorithms of hep-ph/0512210 (please cite this if you use FastJet)  
# This package makes use of the CGAL library: http://www.cgal.org/    
# This package incorporates T.Chan's closest-pair algorithm, Proc. 13th     
# ACM-SIAM Symposium on Discrete Algorithms, pp.472-473, 2002
#---------------------------------------------------------------------
# median_pt_per_area = 68.7289
# sub_a, sub_b = 90.1125 -1.94343
 ijet   rap      phi        Pt       area  +-   err   stddev  pt_corr  ptcr(a,b)
  321  -2.03215  0.94925     21.067  0.319 +-  0.000  0.000     -0.87     -5.13
  322  10.24586  5.53269      1.253  0.000 +-  0.000  0.000      1.25      1.25
  323 -12.97166  5.40601      1.437  0.000 +-  0.000  0.000      1.44      1.44
  324   1.92614  1.88456     44.654  0.389 +-  0.000  0.000     17.92     12.41
  325  15.31624  0.12860      1.313  0.000 +-  0.000  0.000      1.31      1.31
  326  -3.84788  3.70854     15.344  0.339 +-  0.000  0.000     -7.96     -5.46
  327  -4.50403  3.15991     11.850  0.349 +-  0.000  0.000    -12.14     -5.84
  328  -2.44660  1.97606      5.396  0.140 +-  0.000  0.000     -4.20     -5.56
  329  -6.77187  5.70619      6.755  0.000 +-  0.000  0.000      6.75      6.75
  330   1.30063  1.61641     20.203  0.239 +-  0.000  0.000      3.75     -0.58
  331  -6.96449  4.67957      5.766  0.000 +-  0.000  0.000      5.77      5.77
  332  -1.76258  5.59539     15.435  0.199 +-  0.000  0.000      1.73     -1.34
  333  -2.63473  0.80545     17.701  0.349 +-  0.000  0.000     -6.29     -9.04
  334   7.31398  2.44967      6.275  0.000 +-  0.000  0.000      6.27      6.27
  335   1.76058  4.92781     36.091  0.329 +-  0.000  0.000     13.47      8.42
  336  -4.11348  3.33557     12.572  0.309 +-  0.000  0.000     -8.68     -5.12
  337   9.41830  3.82611      6.236  0.000 +-  0.000  0.000      6.24      6.24
  338  -2.22795  3.51371     12.376  0.239 +-  0.000  0.000     -4.07     -6.88
  339   2.89537  2.13868     14.941  0.309 +-  0.000  0.000     -6.31     -7.88
  340  -6.19638  3.77744      8.922  0.030 +-  0.000  0.000      6.87      8.46
  341 -11.17579  4.87288      1.589  0.000 +-  0.000  0.000      1.59      1.59
  342  -3.85810  5.62588     10.872  0.160 +-  0.000  0.000     -0.10      1.11
  343   1.02764  4.63245      6.157  0.060 +-  0.000  0.000      2.04      0.89
  344  -0.71068  0.58071     18.855  0.180 +-  0.000  0.000      6.52      2.85
  345   5.73903  4.57700      9.514  0.309 +-  0.000  0.000    -11.73      1.44
  346   2.85919  3.80774     22.387  0.399 +-  0.000  0.000     -5.03     -7.22
  347  10.68534  3.13652      6.603  0.000 +-  0.000  0.000      6.60      6.60
  348   7.39779  1.88926     24.176  0.000 +-  0.000  0.000     24.18     24.18
  349   2.59655  4.15630     21.425  0.269 +-  0.000  0.000      2.92      0.69
  350 -12.42305  3.04092      2.175  0.000 +-  0.000  0.000      2.17      2.17
  351   8.33033  5.90663      4.732  0.000 +-  0.000  0.000      4.73      4.73
  352  -4.63093  2.66975     11.695  0.479 +-  0.000  0.000    -21.21    -11.49
  353   6.27662  1.76276     13.625  0.110 +-  0.000  0.000      6.09     12.14
  354  13.46502  5.47075      1.258  0.000 +-  0.000  0.000      1.26      1.26
  355 -12.79148  6.26370      1.122  0.000 +-  0.000  0.000      1.12      1.12
  356  -6.36099  2.06927      8.746  0.000 +-  0.000  0.000      8.75      8.75
  357   8.77718  3.35229      6.921  0.000 +-  0.000  0.000      6.92      6.92
  358   2.33417  3.69802     22.025  0.299 +-  0.000  0.000      1.46     -1.77
  359  -1.01152  0.09059     32.869  0.379 +-  0.000  0.000      6.82     -0.53
  360 -10.24708  5.35322      1.022  0.000 +-  0.000  0.000      1.02      1.02
  361 -11.43080  5.98096      1.140  0.000 +-  0.000  0.000      1.14      1.14
  362  -9.80788  0.69728      3.190  0.000 +-  0.000  0.000      3.19      3.19
  363  -3.51360  5.86399     10.861  0.249 +-  0.000  0.000     -6.28     -5.63
  364   2.11084  5.16533     28.621  0.279 +-  0.000  0.000      9.43      5.88
  365 -10.15281  0.37487      3.399  0.000 +-  0.000  0.000      3.40      3.40
  366  -7.03386  0.73275      8.838  0.000 +-  0.000  0.000      8.84      8.84
  367  -3.04560  5.94597     26.870  0.309 +-  0.000  0.000      5.62      4.58
  368 -10.24830  3.27894      4.029  0.000 +-  0.000  0.000      4.03      4.03
  369  -9.01677  0.34193      1.375  0.000 +-  0.000  0.000      1.38      1.38
  370 -18.75289  3.52909      1.196  0.000 +-  0.000  0.000      1.20      1.20
  371  -1.14095  2.69349     37.370  0.389 +-  0.000  0.000     10.64      3.30
  372  -7.09757  2.85273      2.047  0.000 +-  0.000  0.000      2.05      2.05
  373   9.29979  2.36078      3.883  0.000 +-  0.000  0.000      3.88      3.88
  374  -9.28094  3.43938      4.941  0.000 +-  0.000  0.000      4.94      4.94
  375  -1.47815  1.71507     27.285  0.299 +-  0.000  0.000      6.72      1.59
  376  11.00506  5.36729      1.322  0.000 +-  0.000  0.000      1.32      1.32
  377   7.55188  0.24027      3.011  0.000 +-  0.000  0.000      3.01      3.01
  378  -7.16681  5.49459     10.205  0.000 +-  0.000  0.000     10.21     10.21
  379  -3.51047  3.31378     17.229  0.419 +-  0.000  0.000    -11.56    -10.49
  380 -14.13993  1.20651      1.205  0.000 +-  0.000  0.000      1.20      1.20
  381   9.96650  2.27365      5.265  0.000 +-  0.000  0.000      5.26      5.26
  382  -1.44557  5.27682     13.708  0.199 +-  0.000  0.000     -0.00     -3.46
  383   2.76107  4.96215     35.680  0.409 +-  0.000  0.000      7.58      4.89
  384  -0.75383  5.85619     25.201  0.239 +-  0.000  0.000      8.75      3.90
  385  -2.81481  1.21288      8.817  0.120 +-  0.000  0.000      0.59     -0.12
  386  11.99108  5.99936      1.048  0.000 +-  0.000  0.000      1.05      1.05
  387  10.35885  0.66537      5.948  0.000 +-  0.000  0.000      5.95      5.95
  388   3.28999  2.81052     23.721  0.309 +-  0.000  0.000      2.47      2.36
  389   6.11306  2.56088     12.888  0.269 +-  0.000  0.000     -5.62      8.18
  390   5.57767  3.91795     12.892  0.439 +-  0.000  0.000    -17.27     -0.12
  391  -1.94321  1.98747     16.807  0.160 +-  0.000  0.000      5.84      3.60
  392   5.95793  5.75476     17.508  0.249 +-  0.000  0.000      0.37     12.24
  393  -5.35603  5.63378     12.679  0.299 +-  0.000  0.000     -7.88      2.40
  394  -6.16954  0.00407     11.548  0.090 +-  0.000  0.000      5.38     10.10
  395   3.76744  3.71253     25.369  0.269 +-  0.000  0.000      6.86      8.53
  396   5.99401  2.06749      3.585  0.070 +-  0.000  0.000     -1.21      2.17
  397  10.61159  5.85876      1.347  0.000 +-  0.000  0.000      1.35      1.35
  398   7.36664  3.65612      7.536  0.000 +-  0.000  0.000      7.54      7.54
  399  -9.63555  2.14803      8.308  0.000 +-  0.000  0.000      8.31      8.31
  400  -0.40491  0.06628     23.157  0.479 +-  0.000  0.000     -9.75    -19.83
  401  11.10227  1.86876      3.076  0.000 +-  0.000  0.000      3.08      3.08
  402   2.98264  1.01304     13.917  0.219 +-  0.000  0.000     -1.16     -2.06
  403   4.24736  3.81165     16.248  0.309 +-  0.000  0.000     -5.00     -0.77
  404  -9.18593  5.16636      4.251  0.000 +-  0.000  0.000      4.25      4.25
  405   2.06670  2.94933     21.392  0.150 +-  0.000  0.000     11.11      9.15
  406  -3.03600  1.66875      2.159  0.080 +-  0.000  0.000     -3.32     -3.60
  407 -14.74024  0.10278      2.304  0.000 +-  0.000  0.000      2.30      2.30
  408   5.88073  0.27244     10.782  0.299 +-  0.000  0.000     -9.78      3.93
  409   0.34466  5.47931     26.647  0.229 +-  0.000  0.000     10.88      6.03
  410   4.86225  1.97794     17.533  0.309 +-  0.000  0.000     -3.72      3.88
  411  -6.38529  4.44228      6.358  0.000 +-  0.000  0.000      6.36      6.36
  412  -6.80617  1.25841      5.083  0.000 +-  0.000  0.000      5.08      5.08
  413   0.06329  6.12383     34.827  0.379 +-  0.000  0.000      8.78      0.68
  414   0.70368  0.86984     26.902  0.209 +-  0.000  0.000     12.51      8.23
  415  -6.23252  0.91166      7.512  0.070 +-  0.000  0.000      2.71      6.49
  416  -3.90744  4.24073      8.384  0.219 +-  0.000  0.000     -6.70     -4.88
  417   5.28015  0.33701      7.384  0.349 +-  0.000  0.000    -16.61     -5.16
  418   4.77122  2.50812     22.353  0.339 +-  0.000  0.000     -0.95      6.80
  419   5.05191  5.89158     35.252  0.608 +-  0.000  0.000     -6.56     10.61
  420  -2.84636  5.18841     26.770  0.289 +-  0.000  0.000      6.89      5.26
  421 -10.59730  5.05768      3.415  0.000 +-  0.000  0.000      3.42      3.42
  422   0.07001  3.34338     46.404  0.559 +-  0.000  0.000      8.02     -3.92
  423  -8.48295  0.46861      3.686  0.000 +-  0.000  0.000      3.69      3.69
  424  -6.91327  2.18208      7.506  0.000 +-  0.000  0.000      7.51      7.51
  425  -3.72966  1.86184     36.966  0.549 +-  0.000  0.000     -0.73      2.37
  426   9.34218  5.86048      4.714  0.000 +-  0.000  0.000      4.71      4.71
  427  11.49152  3.93647      2.037  0.000 +-  0.000  0.000      2.04      2.04
  428 -18.85875  5.87603      1.123  0.000 +-  0.000  0.000      1.12      1.12
  429  -0.79687  1.52327     27.059  0.309 +-  0.000  0.000      5.81     -0.42
  430   5.03919  3.46476      8.209  0.309 +-  0.000  0.000    -13.04     -4.39
  431   9.85941  5.83111      1.233  0.000 +-  0.000  0.000      1.23      1.23
  432  -5.81250  1.69355      4.279  0.110 +-  0.000  0.000     -3.26      1.60
  433   6.86095  5.12689      5.542  0.000 +-  0.000  0.000      5.54      5.54
  434   1.79858  3.99312     16.336  0.219 +-  0.000  0.000      1.26     -2.06
  435  -0.85787  3.75063      6.425  0.229 +-  0.000  0.000     -9.34    -13.92
  436  11.66900  2.77869      1.236  0.000 +-  0.000  0.000      1.24      1.24
  437  -4.80853  1.51661      8.599  0.349 +-  0.000  0.000    -15.39     -7.17
  438  -1.45072  4.87130     16.520  0.319 +-  0.000  0.000     -5.41    -10.93
  439  -1.86197  1.42967     29.523  0.329 +-  0.000  0.000      6.90      2.08
  440  -0.87799  5.12004     24.087  0.219 +-  0.000  0.000      9.01      4.64
  441  -4.65567  1.06194     17.741  0.389 +-  0.000  0.000     -8.99     -0.92
  442 -11.81392  5.09882      3.801  0.000 +-  0.000  0.000      3.80      3.80
  443  10.52997  4.36923      1.957  0.000 +-  0.000  0.000      1.96      1.96
  444 -14.42717  5.86805      1.251  0.000 +-  0.000  0.000      1.25      1.25
  445  -5.67232  0.90361     16.057  0.329 +-  0.000  0.000     -6.56      6.98
  446   5.95008  3.07134     13.892  0.180 +-  0.000  0.000      1.55     10.07
  447   3.38119  5.55650     13.683  0.180 +-  0.000  0.000      1.35      1.49
  448  -7.55140  4.99368      6.804  0.000 +-  0.000  0.000      6.80      6.80
  449   6.54610  5.60820      3.278  0.000 +-  0.000  0.000      3.28      3.28
  450   0.17876  4.59085     16.668  0.259 +-  0.000  0.000     -1.15     -6.68
  451  -4.48765  4.28323     16.807  0.539 +-  0.000  0.000    -20.21    -10.65
  452   3.80005  2.52475     24.055  0.509 +-  0.000  0.000    -10.90     -7.51
